insertar,registro,registro_senasa,marca,empresa,activos,banda_toxocologica,producto_propio,precio,rentabilidad,precio_minimo,precio_maximo
FALSE,S_34116,34116,CHOICE,NUTRIEN AG SOLUTIONS ARGENTINA SA,SULFATO DE AMONIO 5%,IV,FALSE,17,12%,13.6,20.4
FALSE,S_34114,34114,MAZORCA,CHEMOTECNICA SOCIEDAD ANONIMA,ATRAZINA 50%,III,FALSE,10,24%,8,12
FALSE,S_34113,34113,ADAMA ESSENTIALS TERBUTREX 80 WG,ADAMA ARGENTINA SOCIEDAD ANONIMA,TERBUTRINA 80%,II,FALSE,19,12%,15.2,22.8
FALSE,S_34109,34109,OPTIMIZER,BAYER SOCIEDAD ANONIMA,"ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 76,5%## ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 76,5%",IV,FALSE,19,0%,15.2,22.8
FALSE,S_34105,34105,CURASEMILLA PALAVERSICH SUPER FORTE,PALAVERSICH Y CIA S AC,CARBENDAZIM 10%## TIRAM 10%,IV,FALSE,7,15%,5.6,8.4
FALSE,S_34101,34101,CURAZIM,POTENCIAL QUIMICA S.A.,CARBENDAZIM 25%## TIRAM 25%,III,FALSE,5,25%,4,6
FALSE,S_34099,34099,BOND,NUTRIEN AG SOLUTIONS ARGENTINA SA,ALCOHOL GRASO ETOXILADO 10%,IV,FALSE,13,18%,10.4,15.6
FALSE,S_34098,34098,TACTIC,NUTRIEN AG SOLUTIONS ARGENTINA SA,ALCOHOL GRASO ETOXILADO 10%,IV,FALSE,7,11%,5.6,8.4
FALSE,S_34097,34097,ACTIVATOR,NUTRIEN AG SOLUTIONS ARGENTINA SA,"ALCOHOL GRASO ETOXILADO 58,5%",III,FALSE,12,10%,9.6,14.4
FALSE,S_34083,34083,DECIS FLOW 20 SC,BAYER SOCIEDAD ANONIMA,DELTAMETRINA 20%,IV,FALSE,17,15%,13.6,20.4
FALSE,S_34082,34082,DICAMAX ACA 58,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,DICAMBA 58%,III,FALSE,23,8%,18.4,27.6
FALSE,S_34080,34080,TANNER WOOD CCAc,TEFQUIM S.A.,ARSENIATO DE COBRE CROMATADO 60%,II,FALSE,20,9%,16,24
FALSE,S_34074,34074,WINER,AON SILVIA CRISTINA,"NONIL FENOL ETOXILADO 31,5%",IV,FALSE,13,13%,10.4,15.6
FALSE,S_34071,34071,TENSIOWETT,SINER S A,NONIL FENOL ETOXILADO 40%,III,FALSE,8,11%,6.4,9.6
FALSE,S_34067,34067,CYPER 25 CH,,CIPERMETRINA 25%,II,FALSE,18,2%,14.4,21.6
FALSE,S_34065,34065,CUPRAFOR,NUTRIEN AG SOLUTIONS ARGENTINA SA,OXICLORURO DE COBRE 84%,II,FALSE,14,22%,11.2,16.8
FALSE,S_34058,34058,ECHO STICK,SIPCAM ARGENTINA S.R.L.,CLOROTALONIL 72%,III,FALSE,16,7%,12.8,19.2
FALSE,S_34051,34051,I. CURAFRUTAL LV,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 83,03%",III,FALSE,20,6%,16,24
FALSE,S_34050,34050,I.  CURAFRUTAL HV,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 83,23%",III,FALSE,21,19%,16.8,25.2
FALSE,S_34049,34049,PRODUCE,SYNGENTA AGRO SOCIEDAD ANONIMA,S-METOLACLORO 96%,III,FALSE,7,9%,5.6,8.4
FALSE,S_34048,34048,NOVEL,SYNGENTA AGRO SOCIEDAD ANONIMA,PROPICONAZOLE 25%,III,FALSE,10,16%,8,12
FALSE,S_34045,34045,KRYNN DUO,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"2,4 D 80,4%",II,FALSE,7,17%,5.6,8.4
FALSE,S_34043,34043,ATRASEM 50,SEMBRADO SA,ATRAZINA 50%,IV,FALSE,10,9%,8,12
FALSE,S_34038,34038,ITALTERB,SIPCAM ARGENTINA S.R.L.,TERBUTILAZINA 75%,III,FALSE,8,25%,6.4,9.6
FALSE,S_34036,34036,ANTIDERIVA J.O - MAX,JO AGRO SRL,DODECIL BENCEN SULFONICO 23%,III,FALSE,6,18%,4.8,7.2
FALSE,S_34035,34035,CURASEMILLAS MIRKA,FRAGARIA S.A.,CARBENDAZIM 10%## TIRAM 10%,III,FALSE,24,16%,19.2,28.8
FALSE,S_34031,34031,ARAZINA 50,ARANAMI S.A.,ATRAZINA 50%,III,FALSE,22,10%,17.6,26.4
FALSE,S_34029,34029,DAARGUS ATRAZINA,REOPEN S A,ATRAZINA 50%,III,FALSE,5,23%,4,6
FALSE,S_34028,34028,SNIPER �,MONSANTO ARGENTINA SRL,"GLIFOSATO 58,8%",IV,FALSE,12,25%,9.6,14.4
FALSE,S_34021,34021,NAVAJO,SUMITOMO CHEMICAL ARGENTINA S.A.,"2,4 D 96,3%",II,FALSE,9,14%,7.2,10.8
FALSE,S_34020,34020,INFOSATO 48,INDUSQUIM SRL,GLIFOSATO 48%,III,FALSE,7,3%,5.6,8.4
FALSE,S_34019,34019,TOLAN,AGROFINA S A,"DICAMBA 57,8%",III,FALSE,9,3%,7.2,10.8
FALSE,S_34018,34018,ARMETIL M,BELART ALIDA MARCELA,MANCOZEB 64%## METALAXIL 8%,III,FALSE,19,21%,15.2,22.8
FALSE,S_34016,34016,QUINTEC,S ANDO Y CIA SACIIF,QUINOXIFEN 25%,III,FALSE,7,20%,5.6,8.4
FALSE,S_34015,34015,EXTRAZIN,SIPCAM ARGENTINA S.R.L.,ATRAZINA 45%## SIMAZINA 45%,II,FALSE,5,14%,4,6
FALSE,S_34014,34014,CARBENDAZIM 50 ACA,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,CARBENDAZIM 50%,III,FALSE,25,15%,20,30
FALSE,S_34012,34012,SIMANEX 90 WG,ADAMA ARGENTINA SOCIEDAD ANONIMA,SIMAZINA 90%,III,FALSE,15,0%,12,18
FALSE,S_34011,34011,AMISTAR �  XTRA,SYNGENTA AGRO SOCIEDAD ANONIMA,AZOXISTROBINA 20%## CIPROCONAZOLE 8%,II,FALSE,22,2%,17.6,26.4
FALSE,S_34010,34010,FLORANE ACA 25,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,FLUROCLORIDONA 25%,III,FALSE,11,12%,8.8,13.2
FALSE,S_34009,34009,FLOW THIN PLUS,SURCOS S.A.,CARBENDAZIM 30%## TIRAM 30%,III,FALSE,7,11%,5.6,8.4
FALSE,S_34008,34008,GENIUS,SIPCAM ARGENTINA S.R.L.,ATRAZINA 90%,III,FALSE,24,14%,19.2,28.8
FALSE,S_34007,34007,SIPCAZIN,SIPCAM ARGENTINA S.R.L.,SIMAZINA 90%,III,FALSE,11,18%,8.8,13.2
FALSE,S_34006,34006,VONDOZEB,UPL ARGENTINA S.A.,MANCOZEB 80%,IV,FALSE,25,3%,20,30
FALSE,S_34002,34002,FLOSIL,AGROFINA S A,"FOMESAFEN 26,25%",III,FALSE,12,16%,9.6,14.4
FALSE,S_33988,33988,CARBENDAZIM 50 NITRAP,NITRAP SOCIEDAD DE RESPONSABILIDAD LIMITADA,CARBENDAZIM 50%,III,FALSE,20,4%,16,24
FALSE,S_33983,33983,C. NEW CH-COA,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 79,89%",IV,FALSE,9,22%,7.2,10.8
FALSE,S_33982,33982,I. NEW CH-CFI,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 83,23%",IV,FALSE,6,1%,4.8,7.2
FALSE,S_33977,33977,ATRAZINA BIESTERFELD,BIESTERFELD ARGENTINA SOCIEDAD ANONIMA,ATRAZINA 50%,III,FALSE,5,20%,4,6
FALSE,S_33976,33976,CIPERMETRINA ACA,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,CIPERMETRINA 25%,II,FALSE,13,19%,10.4,15.6
FALSE,S_33973,33973,ABAMECTINA GLEBA,GLEBA S A,"ABAMECTINA 1,8%",II,FALSE,23,13%,18.4,27.6
FALSE,S_33967,33967,FLINT 50 WG,BAYER SOCIEDAD ANONIMA,TRIFLOXISTROBIN 50%,III,FALSE,14,10%,11.2,16.8
FALSE,S_33966,33966,BROM-O-GAS 100,BENOC ARGENTINA S R L,"BROMURO DE METILO 98,8%",Ia,FALSE,5,6%,4,6
FALSE,S_33965,33965,XENOR,AGROFINA S A,TRIADIMEFON 50%,II,FALSE,14,1%,11.2,16.8
FALSE,S_33961,33961,BAUNDAP PREMIUM,CAMPO CROP S.A.,GLIFOSATO 78%,III,FALSE,22,23%,17.6,26.4
FALSE,S_33960,33960,BAUNDAP FG,PROCHEM BIO SA.,GLIFOSATO 78%,III,FALSE,14,14%,11.2,16.8
FALSE,S_33953,33953,MEXTROL,SUMITOMO CHEMICAL ARGENTINA S.A.,"BROMOXINIL 34,2%",II,FALSE,9,17%,7.2,10.8
FALSE,S_33950,33950,ADAMA ESSENTIALS ATRANEX 90 WG,ADAMA ARGENTINA SOCIEDAD ANONIMA,ATRAZINA 90%,IV,FALSE,15,8%,12,18
FALSE,S_33947,33947,DESAB TC CURASEMILLAS,DESAB SA,CARBENDAZIM 25%## TIRAM 25%,III,FALSE,20,20%,16,24
FALSE,S_33941,33941,CALLISTO,SYNGENTA AGRO SOCIEDAD ANONIMA,MESOTRIONE 48%,IV,FALSE,9,24%,7.2,10.8
FALSE,S_33937,33937,NITRAP TC CURASEMILLAS,NITRAP SOCIEDAD DE RESPONSABILIDAD LIMITADA,CARBENDAZIM 25%## TIRAM 25%,III,FALSE,22,20%,17.6,26.4
FALSE,S_33936,33936,SMARTFRESH-TM TECHNOLOGY,AGROFRESH ARGENTINA S.R.L.,"METIL CICLOPROPENO 3,3%",IV,FALSE,11,6%,8.8,13.2
FALSE,S_33935,33935,CARPOVIRUSINE,UPL ARGENTINA S.A.,CYDIA POMONELLA GRANULOVIRUS 25%,IV,FALSE,19,5%,15.2,22.8
FALSE,S_33932,33932,OPERA,BASF ARGENTINA S A,"EPOXICONAZOLE 5%## PIRACLOSTROBIN 13,3%",II,FALSE,11,8%,8.8,13.2
FALSE,S_33931,33931,ADAMA ESSENTIALS AMETREX 80 WG,ADAMA ARGENTINA SOCIEDAD ANONIMA,AMETRINA 80%,III,FALSE,16,14%,12.8,19.2
FALSE,S_33930,33930,TOPSIN 70 PM,SUMMIT AGRO ARGENTINA S A,METIL TIOFANATO 70%,II,FALSE,19,8%,15.2,22.8
FALSE,S_33927,33927,ACRAMITE 50 WP,UPL ARGENTINA S.A.,BIFENAZATE 50%,IV,FALSE,25,23%,20,30
FALSE,S_33924,33924,CARBENDAZIM 50 SINER,SINER S A,CARBENDAZIM 50%,III,FALSE,20,5%,16,24
FALSE,S_33923,33923,GERMITAN GRANERO,FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,"CARBENDAZIM 12,5%## TIRAM 12,5%",III,FALSE,24,14%,19.2,28.8
FALSE,S_33922,33922,FLOW SYSTEMIC GRANERO,FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,"CARBENDAZIM 12,5%## TIRAM 12,5%",III,FALSE,16,17%,12.8,19.2
FALSE,S_33921,33921,GESAPRIM 50 FW A,SYNGENTA AGRO SOCIEDAD ANONIMA,ATRAZINA 50%,III,FALSE,25,22%,20,30
FALSE,S_33918,33918,CURASEMILLAS PALAVERSICH SUPERPLUS,PALAVERSICH Y CIA S AC,"CARBENDAZIM 12,5%## TIRAM 12,5%",III,FALSE,22,18%,17.6,26.4
FALSE,S_33916,33916,CADDET,GULF OIL ARGENTINA S.A.,ACEITE MINERAL 86%,IV,FALSE,18,23%,14.4,21.6
FALSE,S_33914,33914,DITHANE  NT,UPL ARGENTINA S.A.,MANCOZEB 80%,IV,FALSE,8,11%,6.4,9.6
FALSE,S_33913,33913,RITIRAM CARB PLUS,RIZOBACTER ARGENTINA S A,CARBENDAZIM 15%## TIRAM 35%,II,FALSE,20,7%,16,24
FALSE,S_33912,33912,AKBAR 30 WP,AGROFINA S A,PROPARGITE 30%,IV,FALSE,17,17%,13.6,20.4
FALSE,S_33910,33910,ARACIPER 25,ARANAMI S.A.,CIPERMETRINA 25%,II,FALSE,17,11%,13.6,20.4
FALSE,S_33909,33909,FIGHTER PLUS,FMC QUIMICA SOCIEDAD ANONIMA,GAMMA-CIALOTRINA 15%,III,FALSE,22,11%,17.6,26.4
FALSE,S_33906,33906,HUAGRO BABOTOX,HUAGRO S A,METALDEHIDO 4%,III,FALSE,6,20%,4.8,7.2
FALSE,S_33904,33904,"2,4D AMINA ZAMBA",COFCO INTERNATIONAL ARGENTINA S.A.,"2,4 D 58,4%",III,FALSE,5,18%,4,6
FALSE,S_33899,33899,CAMPOMAX S,POTENCIAL QUIMICA S.A.,ALQUIL ARIL POLIGLICOL ETER 10%,III,FALSE,10,6%,8,12
FALSE,S_33897,33897,FLORAMITE,UPL ARGENTINA S.A.,BIFENAZATE 50%,IV,FALSE,6,23%,4.8,7.2
FALSE,S_33896,33896,TOPSEED,SUMMIT AGRO ARGENTINA S A,METIL TIOFANATO 10%## TIRAM 24%,III,FALSE,6,4%,4.8,7.2
FALSE,S_33889,33889,LUTAR 36 EC,AGROFINA S A,BUTRALIN 36%,III,FALSE,23,12%,18.4,27.6
FALSE,S_33888,33888,BROTAL GOLD,AGROFINA S A,"FLUMETRALIN 12,5%",III,FALSE,16,14%,12.8,19.2
FALSE,S_33886,33886,CHECK MATE OFM-F,NASTIA S.R.L.,"(Z)/(E)-8-DODECENIL ACETATO 23,6%",IV,FALSE,22,14%,17.6,26.4
FALSE,S_33885,33885,CHECK MATE CM-F,NASTIA S.R.L.,"(E,E)8,10-DODECADIENOL 14,3%",IV,FALSE,18,4%,14.4,21.6
FALSE,S_33884,33884,FINN,BINKA SA,"BRODIFACOUM ,005%",IV,FALSE,24,10%,19.2,28.8
FALSE,S_33883,33883,ECO TREAT,AGRIMARKETING SA,ACEITE DE SOJA 93%,IV,FALSE,18,0%,14.4,21.6
FALSE,S_33882,33882,ARACARB 50,ARANAMI S.A.,CARBENDAZIM 50%,III,FALSE,17,12%,13.6,20.4
FALSE,S_33881,33881,GLYFOGEN,BORCHES Y CIA S A,GLIFOSATO 48%,III,FALSE,13,9%,10.4,15.6
FALSE,S_33879,33879,OXICLORURO 84 SALDECO,SIPSACHEM SA,OXICLORURO DE COBRE 84%,II,FALSE,23,14%,18.4,27.6
FALSE,S_33872,33872,CIBUS M,ACAY AGRO SA,METALDEHIDO 4%,IV,FALSE,20,17%,16,24
FALSE,S_33869,33869,ARCHER PLUS,FMC QUIMICA SOCIEDAD ANONIMA,GAMMA-CIALOTRINA 15%,III,FALSE,21,0%,16.8,25.2
FALSE,S_33868,33868,BACTHUR LIQUIDO,S ANDO Y CIA SACIIF,BACILLUS THURINGIENSIS 4%,IV,FALSE,7,22%,5.6,8.4
FALSE,S_33864,33864,CURASEMILLAS NOVA,NOVA  S. A. U.,CARBENDAZIM 10%## TIRAM 10%,III,FALSE,21,12%,16.8,25.2
FALSE,S_33861,33861,MIFOS,CHEMOTECNICA SOCIEDAD ANONIMA,GLIFOSATO 48%,IV,FALSE,16,0%,12.8,19.2
FALSE,S_33860,33860,PRODINCARB 50,PRODINSA ARGENTINA S A,CARBENDAZIM 50%,III,FALSE,19,17%,15.2,22.8
FALSE,S_33859,33859,CHESS 50 WG,SYNGENTA AGRO SOCIEDAD ANONIMA,PIMETROZINE 50%,IV,FALSE,6,7%,4.8,7.2
FALSE,S_33856,33856,SURROUND,AGRO ROCA S A,CAOLINITA 95%,IV,FALSE,21,11%,16.8,25.2
FALSE,S_33853,33853,CONFIDOR 70 WG,BAYER SOCIEDAD ANONIMA,IMIDACLOPRID 70%,II,FALSE,6,2%,4.8,7.2
FALSE,S_33852,33852,AURA,BASF ARGENTINA S A,PROFOXIDIM 20%,IV,FALSE,9,9%,7.2,10.8
FALSE,S_33846,33846,COADYUVANTE NOMINEE,BAYER SOCIEDAD ANONIMA,"ALCOHOL GRASO ETOXILADO 99,7%",III,FALSE,12,6%,9.6,14.4
FALSE,S_33845,33845,NORDOX 75 WG,BROMETAN S R L,"OXIDO CUPROSO 84,4%",III,FALSE,16,13%,12.8,19.2
FALSE,S_33844,33844,SIPCAPRIN,SIPCAM ARGENTINA S.R.L.,PROMETRINA 50%,III,FALSE,15,10%,12,18
FALSE,S_33843,33843,CIPERMETRINA LQ 25,LANTHER QUIMICA SA,CIPERMETRINA 25%,II,FALSE,23,18%,18.4,27.6
FALSE,S_33838,33838,CALDO BORDELES FANAPROQUI,FARM CHEMICALS ARGENTINA S.R.L,"SULFATO DE COBRE PENTAHIDRATADO 50,36%",II,FALSE,21,1%,16.8,25.2
FALSE,S_33837,33837,NOXION,AGROFINA S A,METALAXIL -M 35%,II,FALSE,15,23%,12,18
FALSE,S_33833,33833,RALLY,CORTEVA AGRISCIENCE ARGENTINA SRL,MICLOBUTANIL 25%,II,FALSE,19,2%,15.2,22.8
FALSE,S_33832,33832,RUTEL,AGROFINA S A,METALAXIL -M 35%,II,FALSE,8,7%,6.4,9.6
FALSE,S_33816,33816,VITAVAX FLO-SEMILLERO,UPL ARGENTINA S.A.,CARBOXIN 20%## TIRAM 20%,IV,FALSE,24,12%,19.2,28.8
FALSE,S_33815,33815,REDPOINT,EXFERQUIN ARGENTINA S R L,NONIL FENOL ETOXILADO 40%,III,FALSE,19,12%,15.2,22.8
FALSE,S_33810,33810,ATRAGLEX,GLEBA S A,ATRAZINA 50%,III,FALSE,8,22%,6.4,9.6
FALSE,S_33809,33809,FLOWSAN FS,EASTMAN DE  ARGENTINA SRL,"TIRAM 53,3%",II,FALSE,21,21%,16.8,25.2
FALSE,S_33808,33808,HALO CIDE NATURAL,PLUSCHEMIE SA,"CIPERMETRINA ,2%",III,FALSE,22,8%,17.6,26.4
FALSE,S_33806,33806,NITRUR B.T.K.L. ULTRAMAX,CERGEN S R L,BACILLUS THURINGIENSIS 4%,IV,FALSE,5,7%,4,6
FALSE,S_33805,33805,EKAMET,RAINBOW AGROSCIENSES SA,"ABAMECTINA 1,8%",II,FALSE,12,15%,9.6,14.4
FALSE,S_33804,33804,CIPERMETRINA CONTROLER,AGROFACIL S A,CIPERMETRINA 25%,II,FALSE,9,4%,7.2,10.8
FALSE,S_33803,33803,ATRAMARK 50 FL,PROCHEM BIO SA.,ATRAZINA 50%,III,FALSE,25,14%,20,30
FALSE,S_33795,33795,I. NEW CH-RI,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 83,03%",IV,FALSE,19,12%,15.2,22.8
FALSE,S_33791,33791,SEVIN XLR PLUS,PB LEINER ARGENTINA SA,CARBARIL 48%,II,FALSE,18,17%,14.4,21.6
FALSE,S_33789,33789,CHINGON 60,RAINBOW AGROSCIENSES SA,IMIDACLOPRID 60%,II,FALSE,12,7%,9.6,14.4
FALSE,S_33785,33785,RAK Cp,BASF ARGENTINA S A,"(E,E)8,10-DODECADIENOL 6%",IV,FALSE,17,12%,13.6,20.4
FALSE,S_33784,33784,POLYRAM DF,BASF ARGENTINA S A,METIRAM 80%,III,FALSE,10,23%,8,12
FALSE,S_33783,33783,MADECOR PROTECT 3 EN 1,COLORIN INDUSTRIA DE MATERIALES SINTETICOS S.A.,"CIPERMETRINA ,2%## T.C.M.T.B. ,4%",III,FALSE,20,25%,16,24
FALSE,S_33776,33776,COMET,BASF ARGENTINA S A,PIRACLOSTROBIN 25%,II,FALSE,20,10%,16,24
FALSE,S_33775,33775,CANDIL 80,AGRI STAR S. A.,MANCOZEB 80%,III,FALSE,10,5%,8,12
FALSE,S_33774,33774,CONSARG,PRODINSA ARGENTINA S A,CARBENDAZIM 10%## TIRAM 10%,II,FALSE,6,9%,4.8,7.2
FALSE,S_33768,33768,DAARGUS,REOPEN S A,GLIFOSATO 48%,III,FALSE,6,21%,4.8,7.2
FALSE,S_33766,33766,SOWER MASTER,FARMCHEM SA,CARBENDAZIM 50%,III,FALSE,17,12%,13.6,20.4
FALSE,S_33763,33763,OXICLORURO DE COBRE 50 VALLES,FALCROP S.A.,OXICLORURO DE COBRE 84%,II,FALSE,22,11%,17.6,26.4
FALSE,S_33756,33756,CALYPSO 48 SC,BAYER SOCIEDAD ANONIMA,TIACLOPRID 48%,II,FALSE,23,14%,18.4,27.6
FALSE,S_33747,33747,SHARK 40 EC,FMC QUIMICA SOCIEDAD ANONIMA,CARFENTRAZONE ETIL 40%,III,FALSE,6,16%,4.8,7.2
FALSE,S_33743,33743,ADAMA ESSENTIALS LEGACY,ADAMA ARGENTINA SOCIEDAD ANONIMA,DIFLUFENICAN 50%,III,FALSE,15,25%,12,18
FALSE,S_33738,33738,TOPIK 24 EC,SYNGENTA AGRO SOCIEDAD ANONIMA,CLODINAFOP PROPARGIL 24%## CLOQUINTOCET MEXIL 6%,III,FALSE,22,4%,17.6,26.4
FALSE,S_33729,33729,ACEHERO,BORCHES Y CIA S A,ACEFATO 75%,II,FALSE,9,18%,7.2,10.8
FALSE,S_33727,33727,CURENOX 50 WP,BELART ALIDA MARCELA,OXICLORURO DE COBRE 84%,II,FALSE,5,15%,4,6
FALSE,S_33723,33723,FORDOR,2022 ENVIRONMENTAL SCIENCE AR S.A.,ISOXAFLUTOLE 75%,III,FALSE,24,13%,19.2,28.8
FALSE,S_33720,33720,METAREX BB,DE SANGOSSE LATIN AMERICA S.A.,METALDEHIDO 5%,III,FALSE,16,13%,12.8,19.2
FALSE,S_33712,33712,ATRAZINA ZAMBA,COFCO INTERNATIONAL ARGENTINA S.A.,ATRAZINA 50%,III,FALSE,6,23%,4.8,7.2
FALSE,S_33708,33708,EQUIP WG,BAYER SOCIEDAD ANONIMA,FORAMSULFURON 30%## IODO SULFURON METIL SODIO 2%## ISOXADIFEN-ETIL 30%,IV,FALSE,21,15%,16.8,25.2
FALSE,S_33705,33705,GLIFOSATO 48 SEM,SEMBRADO SA,GLIFOSATO 48%,III,FALSE,7,2%,5.6,8.4
FALSE,S_33697,33697,CARBENDAZIM 50 NUFARM,SUMITOMO CHEMICAL ARGENTINA S.A.,CARBENDAZIM 50%,IV,FALSE,18,22%,14.4,21.6
FALSE,S_33696,33696,FRUFIX K,AGRI STAR S. A.,"ACIDO ALFA NAFTALEN ACETICO 24,2%",II,FALSE,12,11%,9.6,14.4
FALSE,S_33688,33688,CARZIM 50,UPL ARGENTINA S.A.,CARBENDAZIM 50%,III,FALSE,11,15%,8.8,13.2
FALSE,S_33687,33687,COMPASS,BORCHES Y CIA S A,"DICAMBA 57,8%",III,FALSE,16,2%,12.8,19.2
FALSE,S_33684,33684,ENVOKE,SYNGENTA AGRO SOCIEDAD ANONIMA,TRIFLOXISULFURON 75%,III,FALSE,10,11%,8,12
FALSE,S_33677,33677,METSULFURON 60 ZAMBA,COFCO INTERNATIONAL ARGENTINA S.A.,METSULFURON METIL 60%,IV,FALSE,15,13%,12,18
FALSE,S_33674,33674,RAK Cp Plus,BASF ARGENTINA S A,"(E,E)8,10-DODECADIENOL 12%",IV,FALSE,21,8%,16.8,25.2
FALSE,S_33673,33673,TIMBERLUX 60,AGROSPEC ARGENTINA S.A.,ARSENIATO DE COBRE CROMATADO 60%,Ia,FALSE,14,18%,11.2,16.8
FALSE,S_33671,33671,NEMATHORIN,ISK ARGENTINA BRANCH,FOSTIAZATE 90%,Ib,FALSE,13,15%,10.4,15.6
FALSE,S_33670,33670,J.O - MAX,JO AGRO SRL,DODECIL BENCEN SULFONICO 24%,III,FALSE,7,2%,5.6,8.4
FALSE,S_33669,33669,SHINCAR,INDUSTRIAS QUIMICAS Y VEGETALES S A,CARBENDAZIM 50%,III,FALSE,10,24%,8,12
FALSE,S_33667,33667,BIOLURE OFM,NASTIA S.R.L.,"(Z)/(E)-8-DODECENIL ACETATO ,372%",IV,FALSE,6,18%,4.8,7.2
FALSE,S_33666,33666,NEWOOD LISTO PARA USAR,QUIMICA DEL NORTE S A,"CIPERMETRINA ,2%",III,FALSE,17,11%,13.6,20.4
FALSE,S_33663,33663,COMMAND 48 EC �,FMC QUIMICA SOCIEDAD ANONIMA,CLOMAZONE 48%,II,FALSE,13,19%,10.4,15.6
FALSE,S_33661,33661,COADYUVANTE OLEOSOL GL 90,INDUSTRIAS QUIMICAS OLEOSOL S A,ALQUIL FENOL POLIETILENGLICOL ETER --- 5053 90%,III,FALSE,6,19%,4.8,7.2
FALSE,S_33658,33658,BIAGRO TC SUSPENSION ACUOSA,"SIMBIOSE - INDUSTRIA, COMERCIO E DISTRIBUICAO DE FERTILIZANTES E INSUMOS MICROBIOLOGICOS S. R. L.","CARBENDAZIM 18,75%## TIRAM 18,75%",III,FALSE,20,0%,16,24
FALSE,S_33652,33652,MELODY DUO,BAYER SOCIEDAD ANONIMA,"IPROVALICARB 5,5%## PROPINEB 61,3%",IV,FALSE,20,23%,16,24
FALSE,S_33650,33650,KARATE ZEON 5 CS,SYNGENTA AGRO SOCIEDAD ANONIMA,LAMBDA-CIALOTRINA 5%,II,FALSE,20,21%,16,24
FALSE,S_33649,33649,SOWER,FARMCHEM SA,TIRAM 36%,III,FALSE,19,21%,15.2,22.8
FALSE,S_33648,33648,SOWER PLUS,FARMCHEM SA,CARBENDAZIM 25%## TIRAM 25%,III,FALSE,5,21%,4,6
FALSE,S_33647,33647,ADERMAX,BALESTRINI Y CIA S A,ALQUIL ARIL POLIGLICOL ETER 88%,IV,FALSE,23,4%,18.4,27.6
FALSE,S_33640,33640,MODDUS,SYNGENTA AGRO SOCIEDAD ANONIMA,TRINEXAPAC-ETIL 25%,III,FALSE,13,16%,10.4,15.6
FALSE,S_33634,33634,C. ADYUVANTE 80,YPF SOCIEDAD ANONIMA,"ACEITE MINERAL 80,5%",IV,FALSE,7,13%,5.6,8.4
FALSE,S_33630,33630,DECIS FORTE 10 EC,BAYER SOCIEDAD ANONIMA,DELTAMETRINA 10%,II,FALSE,16,15%,12.8,19.2
FALSE,S_33628,33628,WAFFEN,FALCROP S.A.,CARBENDAZIM 10%## TIRAM 10%,III,FALSE,6,18%,4.8,7.2
FALSE,S_33618,33618,INSPIRE,SYNGENTA AGRO SOCIEDAD ANONIMA,BUTAFENACIL 10%,IV,FALSE,5,15%,4,6
FALSE,S_33617,33617,FROWNCIDE,ISK ARGENTINA BRANCH,FLUAZINAM 50%,IV,FALSE,9,20%,7.2,10.8
FALSE,S_33614,33614,TANNER-WOOD,TEFQUIM S.A.,ARSENIATO DE COBRE CROMATADO 71%,Ia,FALSE,12,18%,9.6,14.4
FALSE,S_33612,33612,SPIRIT 25,CIA ARGENTINA DE SEMILLAS S A,FLUROCLORIDONA 25%,III,FALSE,11,19%,8.8,13.2
FALSE,S_33606,33606,PIVOT,BASF ARGENTINA S A,IMAZETAPIR 10%,IV,FALSE,22,18%,17.6,26.4
FALSE,S_33605,33605,POWER PLUS ATANOR,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,GLIFOSATO 60%,IV,FALSE,16,10%,12.8,19.2
FALSE,S_33603,33603,ISOMATE M,AGRO ROCA S A,"DODECENILACETATO 95,21%",IV,FALSE,9,14%,7.2,10.8
FALSE,S_33600,33600,MATRERO 35,SUMITOMO CHEMICAL ARGENTINA S.A.,IMIDACLOPRID 35%,II,FALSE,16,10%,12.8,19.2
FALSE,S_33597,33597,CAURIFIX WG,BASF ARGENTINA S A,OXICLORURO DE COBRE 84%,II,FALSE,15,4%,12,18
FALSE,S_33596,33596,ALLEGRO,BASF ARGENTINA S A,"EPOXICONAZOLE 12,5%## KRESOXIM METIL 12,5%",IV,FALSE,11,11%,8.8,13.2
FALSE,S_33593,33593,SPHERE,BAYER SOCIEDAD ANONIMA,"CIPROCONAZOLE 8%## TRIFLOXISTROBIN 18,75%",IV,FALSE,8,13%,6.4,9.6
